GASVISION_FILEVERSION;3;4.50
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
MEMO;;
DECIMALSEPARATOR;.
DATESEPARATOR;/
SHORTDATEFORMAT;M/d/yyyy
TIMESEPARATOR;:
TIMEAMSTRING;AM
TIMEPMSTRING;PM
LONGTIMEFORMAT;h:mm:ss AMPM
SESSION_HEADER;Peak;1;8/12/2014 5:20:16 PM;8/12/2014 7:02:50 PM;X-am 7000;ARYD0215;1;DLD;2.02W
GASTYPE;;ch4;CO2;SO2;CO;NH3;
UNITNAME;;%LIE;Vol%;ppm;ppm;ppm;
VAL;8/12/2014 6:39:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:39:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:39:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:39:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:39:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:39:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:40:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:41:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:42:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:43:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:26 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:27 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:28 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:29 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:30 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:31 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:32 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:33 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:34 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:35 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:36 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:37 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:38 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:39 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:40 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:41 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:42 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:43 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:44 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:45 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:46 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:47 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:48 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:49 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:50 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:51 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:52 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:53 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:54 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:55 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:56 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:57 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:58 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:44:59 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:00 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:01 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:02 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:03 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:04 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:05 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:06 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:07 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:08 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:09 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:10 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:11 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:12 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:13 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:14 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:15 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:16 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:17 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:18 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:19 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:20 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:21 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:22 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:23 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:24 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:25 PM;0.000;0.059;0.000;0.000;0.000;
VAL;8/12/2014 6:45:26 PM;0.000;0.059;0.000;0.000;0.000;
